Gene	AU565_BREAST	BT20_BREAST	BT474_BREAST	BT483_BREAST	BT549_BREAST	CAL120_BREAST	CAL148_BREAST	CAL51_BREAST	CAL851_BREAST	CAMA1_BREAST	DU4475_BREAST	EFM192A_BREAST	EFM19_BREAST	HCC1143_BREAST	HCC1187_BREAST	HCC1395_BREAST	HCC1419_BREAST	HCC1428_BREAST	HCC1500_BREAST	HCC1569_BREAST	HCC1599_BREAST	HCC1806_BREAST	HCC1937_BREAST	HCC1954_BREAST	HCC202_BREAST	HCC2157_BREAST	HCC2218_BREAST	HCC38_BREAST	HCC70_BREAST	HDQP1_BREAST	HMC18_BREAST	HMEL_BREAST	HS578T_BREAST	JIMT1_BREAST	KPL1_BREAST	MCF7_BREAST	MDAMB134VI_BREAST	MDAMB157_BREAST	MDAMB175VII_BREAST	MDAMB231_BREAST	MDAMB361_BREAST	MDAMB415_BREAST	MDAMB436_BREAST	MDAMB453_BREAST	MDAMB468_BREAST	SKBR3_BREAST	T47D_BREAST	UACC812_BREAST	UACC893_BREAST	ZR751_BREAST	ZR7530_BREAST
CBL	8.66	14.69	3.88	7.64	15.26	14.79	8.47	10.84	4.05	5.36	14.26	3.01	5.28	10.89	20.23	7.93	1.65	5.48	3.8	11.76	6.08	6.27	15.13	7.24	4.32	6.65	1.67	6.91	11.13	4.72	8.74	8.33	11.06	12.6	8.38	6.62	1.77	6.94	2.46	10.45	5.48	1.25	7.84	4.32	17.0	5.87	6.49	3.44	2.44	3.52	2.11
ZNF384	56.23	62.53	29.76	66.99	34.68	37.48	53.5	62.92	21.27	23.65	51.26	25.55	34.43	38.0	79.62	60.47	38.62	45.27	56.4	59.78	47.18	20.91	64.62	52.89	39.39	26.48	26.46	30.23	36.86	44.24	35.51	38.61	27.54	35.9	52.15	34.16	71.33	22.36	39.53	33.62	80.22	29.61	90.51	25.18	30.44	42.65	17.75	28.31	49.19	71.38	40.77
DNAJB1	105.27	83.44	121.56	67.86	61.01	78.42	105.63	87.87	46.73	107.09	73.34	105.42	76.26	75.46	86.08	164.47	254.06	46.89	115.82	58.11	74.2	88.06	265.52	165.39	104.23	105.47	57.99	110.07	119.15	147.99	37.55	68.36	67.86	144.88	101.82	89.42	101.51	68.15	136.96	93.53	120.38	88.53	130.24	88.2	149.57	123.33	54.69	37.91	129.86	84.43	119.45
JAK2	3.4	3.72	0.44	6.73	6.33	3.69	1.32	3.9	1.9	8.82	1.31	1.02	2.63	1.28	4.1	4.98	1.06	2.96	4.11	2.3	1.69	0.43	3.99	19.6	4.18	2.81	1.0	2.54	16.59	1.77	1.4	2.54	5.67	1.8	1.45	4.6	14.9	5.6	1.81	1.85	1.71	1.39	7.11	0.99	3.27	1.92	1.31	2.25	2.04	3.21	2.4
BMP5	0.0	0.03	0.01	0.11	0.72	4.49	1.15	1.86	0.13	0.01	1.92	0.0	1.01	1.55	0.85	0.03	0.05	0.71	0.3	0.09	0.5	0.01	0.0	0.0	0.0	0.0	0.0	0.96	0.0	0.01	0.0	0.01	0.0	0.0	0.1	1.12	0.21	7.85	0.01	0.02	0.03	0.08	0.1	0.0	0.26	0.01	0.0	0.0	0.0	0.01	0.02
WRN	4.69	6.12	6.52	3.24	16.78	6.21	5.97	29.99	2.82	3.81	7.92	2.79	2.36	9.13	12.55	10.26	7.74	3.04	5.18	10.57	7.62	2.96	7.42	5.27	1.62	5.49	2.33	4.84	1.54	6.32	9.39	13.16	13.82	5.79	3.69	3.47	3.77	9.43	5.37	5.52	3.42	5.65	3.61	5.1	5.11	3.88	3.81	4.69	9.87	12.02	3.16
PBRM1	6.66	18.3	15.5	21.59	33.23	14.1	33.41	40.04	8.77	17.07	30.81	11.48	15.86	4.13	33.02	23.15	20.71	12.44	10.69	17.26	20.75	3.82	17.64	32.4	14.78	12.55	6.24	26.66	25.39	8.65	13.08	12.97	19.31	14.13	7.54	8.29	11.67	15.26	20.95	33.89	17.64	4.57	12.19	17.2	15.49	4.17	11.95	7.64	9.66	13.45	15.05
EBF1	0.07	0.01	0.08	0.01	1.66	0.0	0.01	0.51	0.0	0.01	0.0	0.36	0.0	0.05	2.05	4.76	0.0	0.02	0.0	0.55	0.05	0.03	0.02	0.26	0.01	0.0	0.0	0.21	0.01	0.01	0.01	0.04	7.76	0.58	0.02	0.0	0.01	9.08	0.2	0.18	0.01	0.02	0.99	0.0	0.09	0.07	0.0	0.03	0.03	0.1	0.0
ATR	20.6	20.68	22.75	20.88	30.46	23.3	14.1	30.79	16.14	17.98	13.82	18.57	27.19	43.87	11.64	28.96	15.3	12.68	37.07	32.72	43.02	13.79	18.62	26.54	18.9	22.35	8.07	29.21	39.27	7.55	34.31	37.94	17.04	19.51	20.05	18.8	24.99	15.03	15.41	20.08	22.51	24.11	15.39	18.47	22.28	19.21	25.56	38.93	14.84	21.14	15.78
SMARCA4	55.03	69.82	164.55	68.92	83.55	69.4	149.93	152.09	32.15	117.0	110.04	56.58	109.71	72.21	221.33	82.33	97.71	50.98	77.75	95.13	103.09	50.57	70.08	81.58	74.72	112.89	73.73	121.51	105.66	91.96	74.55	59.39	53.6	47.0	113.39	93.02	47.99	47.02	76.77	64.09	106.89	41.44	66.28	78.87	115.37	61.85	59.78	51.06	51.03	40.43	62.8
ERCC4	4.3	4.32	2.45	7.03	5.88	4.4	4.76	5.32	1.46	4.79	2.63	2.61	3.36	9.26	6.3	12.9	4.56	8.78	11.65	3.68	4.69	1.19	4.45	5.59	2.65	2.79	1.83	5.93	7.86	1.83	4.73	4.2	3.67	2.6	4.61	5.53	6.94	5.28	3.05	2.88	5.05	2.56	4.8	3.1	0.86	2.99	5.01	2.96	3.55	6.47	2.73
BRCA2	3.9	18.11	4.21	2.73	10.56	3.05	3.9	15.06	2.52	7.52	7.72	7.27	9.03	10.05	9.51	25.35	5.18	4.07	5.51	4.77	5.42	6.78	14.81	11.89	3.59	5.61	1.51	14.64	11.2	5.78	11.02	5.3	4.52	3.62	11.48	8.35	3.36	5.4	4.12	8.33	6.8	3.08	8.22	7.29	10.96	3.9	4.26	3.16	4.9	13.41	3.63
KAT6A	6.73	9.17	11.23	31.01	21.06	33.8	21.19	20.92	2.93	49.66	19.91	10.73	4.86	15.72	20.16	8.12	16.44	18.97	14.38	22.13	29.26	5.82	14.17	39.6	20.76	6.23	4.08	27.35	2.74	3.49	12.07	10.23	14.92	25.52	6.91	6.25	87.38	19.67	12.74	11.17	21.54	4.84	7.57	12.87	8.33	7.11	17.18	9.23	5.15	25.56	10.28
ERG	2.51	2.15	0.05	0.25	0.01	0.01	1.29	0.37	0.01	0.39	0.06	1.04	0.0	0.23	0.01	0.22	0.02	0.09	0.03	0.05	0.01	0.07	0.0	0.09	0.0	0.0	0.43	0.0	0.0	0.02	0.0	0.08	2.32	0.1	1.15	0.38	0.04	0.02	0.05	0.0	0.01	0.03	0.49	0.02	0.11	0.04	0.01	1.94	0.01	0.01	0.22
IRS4	0.0	0.01	0.01	0.01	0.05	0.01	0.01	0.04	0.0	0.01	0.0	0.04	0.01	0.13	35.24	0.0	0.0	0.05	0.0	0.0	0.28	0.01	0.0	0.08	0.01	0.25	0.0	0.01	0.0	0.01	0.0	0.01	0.0	0.01	0.02	0.0	0.65	0.0	0.08	0.0	0.07	0.02	0.02	4.34	0.15	0.0	0.0	0.09	0.03	0.03	0.01
CBFB	25.63	96.99	36.41	37.67	72.48	31.24	31.46	39.63	29.35	30.09	123.52	35.07	23.7	29.45	42.84	58.81	33.02	45.39	60.11	41.76	24.39	18.15	39.48	86.81	39.58	32.41	11.26	97.49	77.99	26.88	54.84	21.0	22.29	44.38	53.5	24.76	14.57	50.07	34.95	33.05	118.4	17.66	33.15	50.65	45.9	16.82	15.18	17.25	51.55	30.62	12.59
NTRK1	0.04	0.04	0.01	0.07	0.0	0.03	0.03	0.09	0.01	0.03	0.03	0.08	0.02	0.21	0.16	0.06	0.0	0.14	0.05	0.07	0.09	0.03	0.15	0.05	0.02	0.05	0.0	0.1	0.01	0.07	0.03	0.09	0.05	0.06	0.03	0.04	0.26	5.28	0.11	0.1	0.12	0.04	1.0	0.08	0.13	0.04	0.02	0.01	0.04	0.03	0.01
ALDH2	233.11	0.18	202.59	82.22	7.19	0.64	120.45	74.28	18.24	155.64	0.23	20.08	49.22	0.64	11.73	13.12	197.89	2.8	33.31	56.83	60.78	42.18	0.17	0.7	97.64	0.24	49.89	29.21	31.5	19.48	0.17	0.32	0.35	51.04	0.73	0.3	11.1	10.66	9.68	34.2	140.84	64.56	17.42	0.3	15.17	241.83	11.18	5.23	165.63	47.96	29.92
HRAS	109.16	98.28	53.14	105.27	49.9	62.86	141.81	57.62	39.82	109.63	93.61	115.76	43.0	44.97	64.87	34.06	74.75	158.41	63.04	51.52	59.34	23.37	66.63	99.15	71.86	69.4	39.71	53.17	29.43	42.55	48.78	60.11	59.9	21.16	58.06	51.52	173.08	106.69	58.97	150.1	87.72	58.4	40.79	303.28	82.16	121.09	76.45	114.39	42.22	37.13	65.74
ELF4	17.51	37.66	1.08	7.64	38.46	21.5	17.2	16.85	17.72	4.96	17.55	13.41	16.76	21.07	10.31	27.26	7.28	23.05	8.07	19.97	5.5	8.82	28.97	18.15	9.73	2.37	7.58	19.48	35.28	12.11	0.03	11.25	14.25	32.75	24.81	12.77	5.03	11.59	25.97	24.45	11.19	4.6	19.02	4.86	26.05	11.53	7.29	3.08	19.55	9.47	3.9
NTHL1	55.51	16.36	20.62	29.62	21.68	25.09	64.08	32.43	16.63	31.12	13.51	33.81	30.45	20.15	10.44	27.18	41.42	33.75	30.93	30.67	25.84	26.5	22.14	17.59	36.0	50.98	36.26	12.67	35.82	11.18	26.05	11.85	21.51	35.1	29.21	24.27	15.71	12.56	14.75	16.72	42.68	21.6	43.35	48.48	18.93	38.7	21.4	19.0	28.7	37.36	29.3
JAK1	31.24	70.54	21.48	39.64	121.76	31.57	31.4	7.45	25.17	12.89	27.17	16.26	126.99	65.37	47.5	32.35	46.32	68.3	43.24	41.02	20.7	20.64	29.78	50.93	35.8	18.6	25.36	31.93	144.47	23.06	22.99	31.09	82.62	33.9	42.46	47.34	45.7	41.69	25.0	34.69	29.22	23.88	42.2	13.57	57.63	23.47	101.43	11.85	26.76	17.56	40.78
LMO1	12.55	0.95	0.15	0.37	0.1	0.12	0.12	0.17	0.04	0.8	7.77	0.12	0.0	0.4	0.15	0.45	0.0	1.69	0.35	0.25	1.1	0.0	0.21	0.5	0.04	1.95	0.05	1.7	0.3	0.0	0.0	0.03	0.08	0.04	0.39	0.37	0.15	0.46	0.0	0.09	0.63	0.05	1.41	0.0	0.4	1.81	0.0	0.0	2.54	1.36	0.0
FOXP1	4.59	10.45	10.68	8.69	7.5	2.17	8.8	12.51	2.27	4.5	4.28	6.69	11.8	3.88	8.44	4.7	19.86	3.28	8.65	0.75	5.41	1.99	1.26	9.46	10.65	0.2	12.7	4.66	7.71	2.3	2.0	7.17	21.11	2.06	11.81	3.82	9.94	10.08	16.94	14.89	14.84	4.73	10.76	19.41	4.19	2.99	2.84	5.48	5.24	4.74	14.51
CNTRL	3.48	15.43	9.47	6.49	12.52	6.97	5.44	14.28	8.23	4.15	20.21	3.63	8.79	7.35	11.98	12.65	6.98	12.56	8.5	6.58	7.42	8.43	18.77	14.14	6.73	4.11	1.47	19.54	15.78	5.91	21.98	10.47	4.11	7.83	6.57	4.66	12.51	2.25	3.31	14.0	8.23	2.94	10.01	7.05	5.23	3.37	11.0	1.41	6.13	6.67	3.8
NF2	16.94	29.67	9.5	7.52	43.84	51.43	9.08	20.42	12.51	17.15	12.55	8.86	12.1	48.52	15.24	37.75	21.45	12.32	16.41	37.94	13.33	9.27	26.55	33.05	29.5	20.66	10.03	43.02	24.09	12.69	13.7	14.86	62.31	32.3	8.76	11.01	5.37	17.8	17.09	3.0	29.29	21.15	0.13	25.83	32.39	12.37	10.5	9.18	10.46	16.48	13.93
KCNJ5	0.07	0.0	0.01	0.02	0.01	0.02	0.04	0.04	0.0	0.0	22.27	0.0	0.0	0.26	0.51	0.08	0.0	0.0	0.0	0.26	1.98	0.51	0.16	0.05	0.05	1.07	0.0	0.07	0.31	0.05	0.0	0.4	0.02	0.0	0.0	0.01	0.01	0.06	0.0	0.0	0.01	0.0	0.0	0.0	0.49	0.01	0.0	0.0	0.0	0.0	0.0
CYSLTR2	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.02	0.0	0.0	0.08	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.01	0.01	0.0	0.01	0.02	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.0
BRD3	7.27	21.88	27.7	35.8	17.39	11.03	40.71	31.34	3.57	15.85	18.53	19.18	29.14	13.56	35.95	16.94	33.86	17.42	18.61	11.43	25.44	5.23	14.74	14.49	19.21	15.05	10.53	17.28	11.22	4.68	8.62	9.15	6.34	9.72	17.63	10.48	15.78	9.51	15.36	9.33	19.09	3.84	18.73	17.09	11.93	7.99	12.15	4.36	29.31	18.32	12.99
BAX	64.91	171.85	66.05	317.81	170.11	161.15	288.06	178.42	118.04	143.51	188.11	136.84	128.69	126.64	185.13	62.03	70.66	167.22	241.03	149.27	68.47	84.37	194.43	154.44	222.4	89.1	93.88	131.76	173.15	94.98	139.62	182.05	127.28	191.48	171.52	122.59	68.06	76.51	206.57	291.24	219.63	110.09	181.31	118.98	131.84	81.87	60.24	78.11	29.73	70.58	118.92
BLM	8.57	8.66	9.4	4.05	7.9	6.57	8.66	26.92	7.82	8.33	14.2	8.53	13.82	32.11	9.06	17.35	6.53	9.38	12.11	13.91	18.73	2.91	6.47	9.07	5.42	10.64	3.48	11.88	10.2	5.76	9.26	4.43	3.1	9.36	11.66	11.92	7.18	12.52	4.72	8.53	11.36	8.64	15.67	8.75	7.63	9.97	6.95	13.2	9.55	9.36	7.03
CDX2	0.0	0.04	0.02	0.31	0.04	0.01	0.18	0.57	0.01	0.16	8.62	1.26	0.0	0.0	0.17	0.2	0.01	0.08	0.17	0.22	3.16	4.98	0.05	0.09	0.01	0.01	0.03	1.28	0.07	0.17	2.17	0.01	0.01	0.0	0.01	0.01	0.07	0.05	0.01	0.0	0.0	0.0	0.01	0.0	0.09	0.0	0.11	0.02	0.0	0.04	0.01
HOXA9	0.05	1.05	0.26	0.07	8.44	10.58	0.01	234.26	3.19	0.06	69.8	0.15	0.04	1.87	0.12	46.91	0.12	1.35	0.07	0.09	0.2	1.14	4.74	23.94	0.06	0.46	0.12	3.4	1.21	8.18	0.14	35.18	10.04	0.22	0.03	0.04	0.0	0.38	0.21	0.05	0.48	0.01	0.32	0.13	0.25	0.05	0.14	0.35	1.01	0.63	0.19
NFIB	16.5	16.04	10.61	27.68	15.41	4.72	26.65	5.93	5.89	25.24	0.53	3.58	4.98	5.79	46.46	21.12	6.48	16.67	10.7	42.39	51.31	0.91	9.34	83.64	39.11	79.17	4.28	75.01	40.07	2.56	12.7	12.99	9.73	7.41	9.88	5.91	2.71	7.25	0.97	3.74	5.44	1.32	5.34	26.26	14.54	6.03	18.79	7.57	9.4	14.35	3.74
ESR1	0.3	3.03	18.18	32.79	0.01	0.61	0.03	0.33	0.84	23.56	0.08	5.52	44.35	4.66	1.19	0.03	13.57	70.78	106.83	0.05	2.06	1.3	3.71	3.3	0.22	0.01	0.18	0.03	1.77	1.69	0.02	0.25	0.05	2.09	23.08	41.35	94.21	0.11	10.09	0.09	18.04	8.94	0.09	0.01	1.32	0.25	42.56	25.41	2.75	28.89	13.05
KAT6B	12.62	5.44	5.11	13.18	7.45	6.26	19.08	11.48	1.69	4.96	4.19	7.09	27.02	7.21	10.41	5.11	11.02	12.05	9.25	7.13	5.16	5.15	3.19	4.74	10.79	12.32	5.98	8.94	7.1	3.66	5.17	3.65	4.17	3.39	8.17	10.29	8.64	5.12	5.95	5.56	11.16	11.44	7.76	8.21	6.32	9.28	4.34	5.65	3.8	14.5	10.12
HMGA1	216.15	289.89	57.57	108.26	81.86	516.98	158.95	67.52	683.94	119.23	186.85	75.77	143.51	235.1	82.84	140.87	69.38	48.13	54.55	128.11	111.48	213.1	266.96	234.7	95.31	443.98	157.9	111.05	190.15	171.89	290.26	58.35	54.02	681.73	105.14	41.81	31.72	22.08	85.77	1062.6	261.85	43.51	181.51	100.71	272.57	147.57	49.74	62.88	87.74	62.98	88.34
WIF1	0.0	0.0	0.0	0.72	0.0	0.0	0.05	0.04	0.0	0.01	0.0	0.14	0.01	1.8	0.0	0.02	0.08	0.18	0.01	0.05	30.95	0.0	0.0	0.1	0.01	0.0	0.0	1.58	0.0	0.0	0.0	0.18	0.0	0.01	0.0	0.0	0.06	0.01	1.11	0.06	0.12	0.21	0.05	0.0	0.09	0.0	0.03	1.74	0.1	0.0	0.22
USP44	0.01	0.02	0.02	0.01	0.04	0.03	0.03	21.78	0.1	0.02	0.02	0.05	0.02	3.67	0.08	0.22	0.02	0.0	0.02	0.02	0.01	0.71	1.64	0.05	0.01	0.01	0.02	2.52	0.64	1.22	0.01	0.29	0.05	0.01	0.01	0.01	0.01	0.57	0.04	0.53	0.1	0.03	0.12	0.01	0.15	0.01	0.01	0.04	0.22	0.01	0.0
GATA1	0.01	0.0	0.0	0.06	0.02	0.02	0.01	0.02	0.03	0.05	0.02	0.03	0.0	0.0	0.02	0.03	0.04	0.02	0.07	0.05	0.03	0.04	0.0	0.11	0.02	0.09	0.01	0.02	0.0	0.06	0.0	0.0	0.0	0.03	0.02	0.03	0.03	0.04	0.05	0.03	0.04	0.07	0.05	0.0	0.16	0.0	0.02	0.09	0.05	0.56	0.0
PPP2R1A	101.63	206.41	156.05	164.1	113.05	118.32	156.86	177.11	87.49	150.53	93.98	165.8	145.14	60.4	193.08	102.94	153.66	223.59	121.33	96.95	41.8	103.12	197.56	190.29	135.4	68.36	63.96	147.13	122.72	56.93	89.36	92.65	125.3	156.33	163.69	135.19	85.16	46.91	108.56	151.99	229.55	151.12	95.62	167.95	131.78	113.0	99.56	140.1	78.69	69.78	110.53
AKT2	55.47	74.22	78.95	81.91	64.92	62.91	81.57	97.24	39.71	100.82	74.52	113.75	67.5	101.84	83.48	38.27	112.38	55.71	126.66	64.39	253.96	27.02	105.89	115.98	55.57	47.31	44.3	111.59	86.92	43.14	52.52	56.11	63.21	66.35	71.45	67.7	71.97	27.18	59.27	72.27	72.61	50.13	38.9	61.68	85.36	69.92	60.14	61.36	34.81	72.09	85.73
ZNF429	0.05	7.94	3.9	6.79	4.83	10.21	8.89	8.64	1.03	10.5	0.29	3.67	5.52	2.38	14.35	12.71	11.0	10.07	15.91	4.47	7.36	1.3	6.5	2.43	8.01	4.8	1.38	5.43	3.25	3.84	3.1	3.2	0.63	3.68	8.93	7.12	14.16	16.18	4.52	2.47	5.66	2.6	0.61	8.0	3.84	0.05	8.12	4.9	4.18	4.72	2.47
MET	30.24	55.69	12.18	14.72	46.85	26.42	0.38	39.06	61.89	0.34	0.42	10.34	2.32	54.98	38.43	29.78	0.2	13.64	11.62	9.53	2.68	35.53	54.83	102.5	3.66	5.83	0.27	111.0	67.7	113.56	11.56	46.61	76.86	40.4	16.34	8.25	1.16	14.61	2.31	55.16	28.32	2.78	27.04	0.07	33.79	6.54	0.17	0.6	11.17	5.51	0.18
NFE2L2	30.61	116.11	35.2	39.57	49.97	52.31	38.46	68.75	32.14	38.9	47.51	28.75	33.33	52.65	57.07	117.08	44.35	43.06	42.78	43.74	113.29	95.77	40.1	85.7	24.41	22.05	16.93	49.5	102.8	34.32	91.93	61.6	63.77	26.71	29.71	29.25	35.77	62.71	49.94	62.1	54.55	47.02	68.26	55.96	83.0	27.8	19.92	21.11	52.34	41.03	34.74
MNX1	4.9	3.49	10.68	7.37	2.27	0.38	5.23	14.58	0.17	7.76	7.06	10.78	4.65	0.62	0.06	11.62	4.93	3.92	2.24	3.11	3.68	0.92	3.92	1.46	10.44	2.61	4.03	2.43	0.15	0.85	0.68	0.57	0.45	4.22	7.73	3.04	2.38	2.77	1.71	1.02	4.76	0.14	1.76	8.88	2.23	2.63	2.84	3.1	9.57	5.54	2.37
NPM1	2442.8	1770.8	2102.8	1284.5	4863.1	3639.8	1043.3	2635.4	900.86	2680.6	2225.4	1802.4	1203.7	3572.7	1548.2	1996.6	997.58	1447.3	2032.9	1741.9	3877.2	608.15	2485.1	2035.7	896.55	2803.1	2971.5	1931.7	1202.1	1351.3	2983.2	1853.0	1703.0	1913.5	2654.2	2743.5	3004.0	2677.6	881.98	2902.1	2451.1	1535.8	4716.5	1955.7	3732.5	1658.9	2523.2	1408.6	963.55	2780.8	1614.2
BAP1	11.22	40.67	28.36	36.16	70.51	39.62	62.45	71.9	13.07	33.56	32.18	26.21	35.7	38.19	15.07	82.91	40.7	39.44	34.45	62.07	55.56	10.81	50.47	53.41	34.1	54.6	20.1	50.6	35.83	24.32	51.16	46.84	47.67	46.18	20.99	16.45	22.86	50.37	35.03	60.54	41.67	17.4	40.44	53.8	34.67	10.1	37.25	45.01	22.63	39.82	38.76
EP300	22.22	27.17	15.95	15.93	15.96	10.39	13.34	30.18	7.74	15.55	14.5	11.97	15.44	42.13	21.73	26.09	20.56	16.64	9.67	27.53	15.23	10.59	16.95	21.38	12.23	11.66	13.08	24.98	31.46	10.04	12.79	15.87	21.17	13.0	13.95	9.57	13.56	13.54	22.18	12.66	16.31	16.21	12.42	27.07	26.73	15.92	12.44	7.64	18.3	7.55	16.47
RBM10	27.09	27.3	26.78	32.05	25.78	25.27	37.69	36.97	16.45	26.13	40.58	24.18	28.84	28.39	31.25	23.78	33.39	44.61	24.71	31.13	11.96	12.61	25.11	33.44	20.64	27.84	18.86	23.37	19.45	13.41	29.14	21.94	20.05	32.77	34.06	25.99	23.57	42.28	20.02	32.92	44.85	30.2	35.76	32.99	28.12	22.04	29.94	32.93	10.27	19.18	22.11
AMER1	4.99	3.22	4.04	2.92	3.02	5.35	6.2	4.43	0.99	5.89	1.31	2.34	5.2	7.67	26.57	1.55	1.39	3.08	3.02	9.27	7.79	2.49	2.63	4.38	1.42	10.99	2.36	2.92	4.85	0.97	2.62	2.29	1.72	6.15	2.31	1.6	2.66	3.64	1.46	1.88	1.99	0.79	3.5	2.02	4.14	2.85	0.87	1.33	1.67	3.0	2.08
PRDM1	0.59	4.18	0.03	0.06	5.1	1.11	0.0	1.02	2.39	0.01	0.55	0.08	0.47	5.85	0.39	0.27	0.1	0.03	0.08	0.14	0.1	0.27	2.0	0.69	0.14	0.21	0.04	8.13	1.6	0.89	3.62	3.37	2.54	1.01	0.04	0.05	0.07	2.18	0.17	1.61	0.22	0.96	0.2	1.14	2.57	0.24	0.31	0.04	0.08	0.02	0.43
FOXO4	1.88	1.48	2.07	6.93	0.71	4.63	10.97	3.04	4.5	6.29	2.18	3.35	4.52	5.41	14.03	0.76	4.5	8.19	6.54	4.15	1.81	4.08	3.27	5.24	6.73	6.44	4.73	3.26	5.35	4.62	4.72	5.37	3.36	2.53	3.42	2.75	4.83	3.34	7.02	1.87	5.91	5.66	1.32	16.14	4.68	1.12	3.21	2.58	6.19	4.31	6.69
CNOT3	34.58	47.13	28.18	49.11	28.61	32.71	44.75	42.22	16.32	48.05	33.02	56.58	38.14	30.38	54.82	30.6	30.74	52.24	34.34	32.19	21.25	23.94	67.15	41.32	38.4	20.46	18.6	59.91	38.61	19.33	29.76	24.01	25.26	48.16	43.92	34.94	25.18	87.15	33.52	31.86	70.03	53.17	45.58	42.71	39.74	36.7	26.73	46.22	19.85	28.38	33.31
PRKAR1A	129.49	83.22	88.93	179.42	75.17	170.46	80.55	132.56	52.98	124.77	286.41	59.92	65.33	140.37	82.99	181.45	179.97	248.11	208.31	116.88	66.03	55.59	173.34	162.68	124.52	55.5	145.65	370.7	78.32	65.65	83.84	117.67	92.72	90.27	275.12	309.22	96.38	203.07	150.73	112.15	279.99	52.8	75.24	203.21	111.27	140.61	150.85	76.4	57.77	189.07	84.45
FEV	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.15	0.04	0.01	0.03	0.01	0.0	0.0	0.03	0.04	0.03	0.01	0.01	0.0	0.0	0.0	0.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARID1A	39.26	37.38	33.21	43.0	57.88	11.42	90.74	56.53	9.52	33.39	55.9	27.37	16.46	32.88	55.24	37.05	12.29	57.24	19.57	27.41	51.81	16.65	24.04	46.34	40.74	32.06	15.4	43.52	64.6	16.41	34.11	24.44	31.58	28.04	39.88	32.74	26.55	30.49	14.85	27.75	41.07	30.74	23.45	55.5	28.39	28.07	14.93	10.83	22.64	22.67	20.87
APC	4.36	3.09	3.59	8.14	12.68	8.55	6.05	7.62	2.81	11.76	2.86	7.74	4.05	9.59	5.5	7.75	7.53	6.62	10.49	5.12	6.04	2.82	7.41	14.4	4.02	7.28	10.92	14.54	7.25	2.99	6.66	6.37	12.1	1.97	6.24	6.56	5.55	6.29	4.68	5.53	5.33	8.48	7.02	6.1	10.33	3.3	5.64	3.29	6.12	3.65	6.06
HEY1	2.4	0.44	0.24	0.84	0.62	0.25	4.02	2.47	0.41	0.25	0.96	0.4	0.04	1.96	0.75	1.91	0.48	1.52	8.44	1.61	3.03	3.91	0.23	0.63	0.34	3.52	1.85	1.95	0.94	0.04	0.18	0.48	3.36	1.88	0.63	1.21	1.25	128.68	0.87	0.39	0.83	0.22	0.83	0.09	1.32	1.64	0.12	0.52	8.89	1.58	0.05
MALAT1	143.49	54.59	300.63	221.95	147.24	176.74	30.07	151.18	41.81	773.61	56.1	160.34	207.63	190.91	133.01	168.39	82.67	387.28	626.99	250.76	174.22	79.87	375.22	213.6	122.09	116.48	76.58	403.92	163.74	96.58	144.21	226.09	91.04	46.93	120.41	162.83	307.91	133.64	174.97	70.45	231.13	360.8	79.3	77.81	75.89	195.66	241.79	433.03	389.57	227.97	319.45
FAM135B	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.1	0.01	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.83	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	1.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.22	0.0
H3F3B	456.15	485.55	523.06	753.45	393.46	879.31	653.05	891.62	597.61	396.47	1003.5	374.25	353.67	1649.0	502.1	1231.1	943.97	1580.4	1385.9	566.91	507.87	680.02	625.56	1484.7	673.05	817.85	344.59	2307.6	714.14	861.66	1213.6	457.24	510.98	1200.7	2225.9	3022.1	295.28	1572.5	583.81	681.43	3202.3	358.91	404.61	1127.7	1115.4	602.29	694.82	300.04	2886.4	455.18	288.76
CUX1	33.89	20.51	39.61	67.08	11.13	44.59	32.55	26.53	13.82	29.92	24.37	30.14	22.25	15.46	22.28	50.61	32.41	31.14	64.45	38.39	14.61	28.06	23.62	27.74	29.8	8.77	41.16	66.49	21.46	40.45	19.79	11.3	35.89	49.57	55.09	67.42	50.17	38.04	42.15	33.15	40.17	16.77	29.94	10.39	22.96	45.87	11.41	11.05	26.05	16.94	25.01
